"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","G (P)","A (P)","+/- (P)","PPP (P)","SOG (P)","BLK (P)","W (G)","GA (G)","SV (G)","SHO (G)","Image"
"453.p.7829","231","Suter","Pius","VAN","Available","","C,LW","","","","","11","5","3","1","48","10","","","","","https://s.yimg.com/iu/api/res/1.2/MnEuF9MeP6nUyXylHWdWbA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/7829.png"
"453.p.4491","232","Karlsson","Erik","PIT","Available","","D","92.9","8.3","$4.5","100%","2","16","-10","7","69","37","","","","","https://s.yimg.com/iu/api/res/1.2/b9lIMhffSTuJSFSzUwc5Qw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/4491.png"
"453.p.5454","233","Binnington","Jordan","STL","Available","","G","102.6","9.0","$6.0","100%","","","","","","","8","60","523","1","https://s.yimg.com/iu/api/res/1.2/V2fgM.669oKxXP4cHbMloA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/5454.png"
"453.p.4471","234","Stamkos","Steven","NSH","Available","","C,LW,RW","40.1","3.8","$19.0","100%","7","6","-16","10","67","13","","","","","https://s.yimg.com/iu/api/res/1.2/hTAOYLUVr.WGVFhUoEW9Pg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/4471.png"
"453.p.5441","235","Coleman","Blake","CGY","Available","","C,RW","152.9","13.2","$1.0","80%","5","6","-2","1","59","24","","","","","https://s.yimg.com/iu/api/res/1.2/LnvImegYMBgvpuYgsVWjDA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/5441.png"
"453.p.6726","236","Rodrigues","Evan","FLA","Available","","C,LW","173.7","14.9","$0.0","6%","7","8","-4","3","49","6","","","","","https://s.yimg.com/iu/api/res/1.2/Lo_HnoqHY4QOHl.EphugBw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/6726.png"
"453.p.8878","237","Beniers","Matty","SEA","Available","","C","170.3","14.7","$0.0","5%","4","10","9","0","53","22","","","","","https://s.yimg.com/iu/api/res/1.2/U_fpKIngLX8kLThGjC7DVA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/8878.png"
"453.p.7859","238","Robinson","Eric","CAR","Available","","LW","","","","","8","9","5","0","32","2","","","","","https://s.yimg.com/iu/api/res/1.2/0Inq08hvE7MTu89Ofy2V.Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/7859.png"
"453.p.6910","239","Appleton","Mason","WPG","Available","","C,RW","","","","","5","8","7","0","48","15","","","","","https://s.yimg.com/iu/api/res/1.2/sYLXUGinawarlLsiFQRN8A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10172024/6910.png"
"453.p.6891","240","Gaudette","Adam","OTT","Available","","C","","","","","12","2","4","3","33","12","","","","","https://s.yimg.com/iu/api/res/1.2/Qg6NaVEqFT4OlY9faU6z6Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/12022024/6891.png"
"453.p.5749","241","Severson","Damon","CBJ","Available","","D","","","","","6","9","7","0","48","50","","","","","https://s.yimg.com/iu/api/res/1.2/TEdvF_11XHR_.NVh4e58Dw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/5749.png"
"453.p.8658","242","Mercer","Dawson","NJ","Available","","C,RW","183.8","15.6","$0.0","5%","6","8","8","1","45","23","","","","","https://s.yimg.com/iu/api/res/1.2/6YO4hj9ZBqtD3XnDNxWZzQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/8658.png"
"453.p.6337","243","Copley","Pheonix","LA","NotAvailable","NA","G","172.9","14.8","$0.0","2%","","","","","","","0","2","10","0","https://s.yimg.com/iu/api/res/1.2/27x8QOsHFvaGVUvLrBzZ6A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/6337.png"
"453.p.5362","244","Nugent-Hopkins","Ryan","EDM","Available","","C,LW","75.2","6.7","$10.0","100%","4","10","1","4","57","13","","","","","https://s.yimg.com/iu/api/res/1.2/OEylhgA7rpjxGUFus8Xd8Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11222023/5362.png"
"453.p.8280","245","Kakko","Kaapo","NYR","Available","","RW","","","","","4","9","10","2","41","7","","","","","https://s.yimg.com/iu/api/res/1.2/ScU4ug9d3yZEnpDmcvEEMg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/8280.png"
"453.p.5984","246","Lindholm","Elias","BOS","Available","","C","135.5","11.8","$1.5","97%","3","10","0","4","38","31","","","","","https://s.yimg.com/iu/api/res/1.2/.cBhl3SoBT13uHwmnfM_0Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/07022024/5984.png"
"453.p.6795","247","Andersson","Rasmus","CGY","Available","","D","142.5","12.3","$1.0","68%","6","9","2","3","49","80","","","","","https://s.yimg.com/iu/api/res/1.2/c4lL2SDwsW3w4vvB5ynUUA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/6795.png"
"453.p.7332","248","Olivier","Mathieu","CBJ","Available","","RW","","","","","8","3","-2","0","31","30","","","","","https://s.yimg.com/iu/api/res/1.2/WfU2Yzf70Q3P_Ly7AGo3bg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10022024/7332.png"
"453.p.30546","249","Fantilli","Adam","CBJ","Available","","C","170.0","14.6","$0.0","10%","5","8","-4","3","54","15","","","","","https://s.yimg.com/iu/api/res/1.2/MRkrjsSI2ACUacqsqYpQ2g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/30546.png"
"453.p.7084","250","Lindgren","Charlie","WSH","Available","","G","161.2","13.9","$1.0","74%","","","","","","","8","36","303","0","https://s.yimg.com/iu/api/res/1.2/Mw_J4M4Ke6zaSdfAl1IkAA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10052023/7084.png"
"453.p.8674","251","Peterka","JJ","BUF","Available","","LW,RW","155.1","13.4","$2.5","74%","8","9","-7","5","54","3","","","","","https://s.yimg.com/iu/api/res/1.2/zM4fmGBoHd3eL6i6HUBo1Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11032023/8674.png"
"453.p.8909","252","Zellweger","Olen","ANA","Available","","D","","","","","4","6","3","4","58","27","","","","","https://s.yimg.com/iu/api/res/1.2/8licD5A9pT1OnmhJRvpnvg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/8909.png"
"453.p.6748","253","Zacha","Pavel","BOS","Available","","C,LW","176.6","15.1","$0.0","5%","7","6","1","1","64","6","","","","","https://s.yimg.com/iu/api/res/1.2/ZDxLgxEe_7W4FJdZr2XkzQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/6748.png"
"453.p.5995","254","Zadorov","Nikita","BOS","Available","","D","171.1","14.7","$0.0","8%","2","6","4","0","39","29","","","","","https://s.yimg.com/iu/api/res/1.2/1ioRYOXlBr_F4d2h3oDWNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/07032024/5995.png"
"453.p.6485","255","Bunting","Michael","PIT","Available","","LW","171.6","14.9","$1.0","16%","6","6","-6","5","53","6","","","","","https://s.yimg.com/iu/api/res/1.2/gdH7X1tLHa4FLt5Kgcdtcg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/6485.png"
"453.p.5120","256","Gallagher","Brendan","MTL","Available","","RW","","","","","8","5","-5","4","50","11","","","","","https://s.yimg.com/iu/api/res/1.2/XAEWzICGOGxRBBP6LBduIA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/5120.png"
"453.p.4519","257","Benn","Jamie","DAL","Available","","LW","159.0","13.7","$2.0","86%","6","9","-3","3","43","13","","","","","https://s.yimg.com/iu/api/res/1.2/1QUJvNuZEPA6QnvSWRBBjg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/4519.png"
"453.p.6636","258","Hathaway","Garnet","PHI","Available","","RW","176.4","15.1","$0.0","4%","3","6","0","0","42","34","","","","","https://s.yimg.com/iu/api/res/1.2/qIid1L81j_HZz8twWyH_1w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/6636.png"
"453.p.6039","259","Comrie","Eric","WPG","Available","","G","","","","","","","","","","","3","18","168","0","https://s.yimg.com/iu/api/res/1.2/Mi1t1DPRC_MJeHflhRh.Cg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032024/6039.png"
"453.p.8641","260","Lafreniere","Alexis","NYR","Available","","LW,RW","100.1","8.8","$5.5","100%","8","11","-9","2","53","9","","","","","https://s.yimg.com/iu/api/res/1.2/FQGE9yWCxL47d6XRfJp0_Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/8641.png"
"453.p.8081","261","Koepke","Cole","BOS","Available","","LW","","","","","5","5","8","0","32","6","","","","","https://s.yimg.com/iu/api/res/1.2/PoCCoOXUwMOUrmB73rhung--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/8081.png"
"453.p.6767","262","Roslovic","Jack","CAR","Available","","C,RW","","","","","13","3","-2","1","58","4","","","","","https://s.yimg.com/iu/api/res/1.2/tQ24hSOwSm_AQnR6JiZNww--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10022024/6767.png"
"453.p.5946","263","Haula","Erik","NJ","Available","","C,LW","186.0","15.8","$0.0","2%","5","6","-3","3","49","19","","","","","https://s.yimg.com/iu/api/res/1.2/KrgFQQJq136nlGTbbkSnIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/5946.png"
"453.p.8002","264","Pospisil","Martin","CGY","Available","","C,RW","169.7","14.5","$0.0","19%","2","8","-1","3","39","12","","","","","https://s.yimg.com/iu/api/res/1.2/omViUgjm6hP53yjorqdNyw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/8002.png"
"453.p.5369","265","Couturier","Sean","PHI","Available","","C","","","","","6","9","-1","1","55","19","","","","","https://s.yimg.com/iu/api/res/1.2/R.8A8iHPaWpJUkLatnonfw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/5369.png"
"453.p.6770","266","Beauvillier","Anthony","PIT","Available","","LW","","","","","7","3","0","1","53","15","","","","","https://s.yimg.com/iu/api/res/1.2/S8wAQ1MkakARfowqqNtDSw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/6770.png"
"453.p.6781","267","Greer","A.J.","FLA","Available","","LW","","","","","3","5","2","0","39","11","","","","","https://s.yimg.com/iu/api/res/1.2/DPmRDYAHXWsi8cLq3Ju6ag--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/6781.png"
"453.p.4008","268","Foligno","Nick","CHI","Available","","C,LW","","","","","7","4","-10","3","40","13","","","","","https://s.yimg.com/iu/api/res/1.2/_S2suTV8qjUAgvINjE1wgg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/4008.png"
"453.p.7626","269","Swayman","Jeremy","BOS","Available","","G","32.4","3.2","$17.0","100%","","","","","","","9","59","491","1","https://s.yimg.com/iu/api/res/1.2/tjKBD4sQRdcEEd6EAz7f4g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10122023/7626.png"
"453.p.32763","270","Celebrini","Macklin","SJ","Available","","C","157.1","13.6","$5.0","57%","8","7","-5","3","60","14","","","","","https://s.yimg.com/iu/api/res/1.2/K9Um1Ck5gawKcDUujgMtHQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10082024/32763.png"
"453.p.7901","271","Kotkaniemi","Jesperi","CAR","Available","","C","","","","","4","10","6","0","49","11","","","","","https://s.yimg.com/iu/api/res/1.2/ZATZlBd2NSvmZgrvFV9Cgg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/7901.png"
"453.p.7589","272","Kovacevic","Johnathan","NJ","Available","","D","","","","","1","9","14","0","30","38","","","","","https://s.yimg.com/iu/api/res/1.2/DFN3whAamZMhwlEiZStp7g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/7589.png"
"453.p.8910","273","Evans","Ryker","SEA","Available","","D","","","","","3","13","-1","3","32","44","","","","","https://s.yimg.com/iu/api/res/1.2/uIpoEVKwfgt5iDX0SUJ.xQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/8910.1.png"
"453.p.5685","274","Rielly","Morgan","TOR","Available","","D","80.2","7.2","$10.0","100%","4","11","-7","7","52","42","","","","","https://s.yimg.com/iu/api/res/1.2/BrHFRLJ28DvXaq5bwfrrUw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262023/5685.png"
"453.p.4474","275","Pietrangelo","Alex","VGK","Available","","D","142.3","12.3","$1.5","100%","2","13","5","0","48","42","","","","","https://s.yimg.com/iu/api/res/1.2/OXDj.wc64QLIDLUCCXDVxA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/4474.png"
"453.p.7161","276","Hronek","Filip","VAN","Injured","IR-LT - Lower Body","D","133.4","11.6","$5.0","100%","1","8","14","2","24","21","","","","","https://s.yimg.com/iu/api/res/1.2/q6zoYmIk0f9cbs2V0oYPzg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/7161.png"
"453.p.6655","277","Gaudreau","Frederick","MIN","Available","","C","","","","","5","9","10","0","38","15","","","","","https://s.yimg.com/iu/api/res/1.2/eIfOxC0qSP0mM5uSUlDVKg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/6655.png"
"453.p.9269","278","Slafkovsky","Juraj","MTL","Available","","LW,RW","117.3","10.2","$4.5","100%","2","12","-8","5","31","18","","","","","https://s.yimg.com/iu/api/res/1.2/W8y0W4P2cmWqrhL_qALTqg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10282022/9269.png"
"453.p.5227","279","McNabb","Brayden","VGK","Available","","D","","","","","1","2","18","0","34","69","","","","","https://s.yimg.com/iu/api/res/1.2/vONGpfFHDILBCjij2j7_aA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/5227.png"
"453.p.7123","280","Kunin","Luke","SJ","Available","","C,RW","","","","","6","4","-4","0","40","42","","","","","https://s.yimg.com/iu/api/res/1.2/enn1GtloMbKENR1ggm3e7g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/7123.png"
"453.p.5958","281","Jensen","Nick","OTT","Available","","D","","","","","1","9","12","0","36","27","","","","","https://s.yimg.com/iu/api/res/1.2/Wyph0yzDgGS6WrYNZPaloA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/5958.png"
"453.p.9251","282","McMann","Bobby","TOR","Injured","IR - Lower Body","LW","","","","","6","1","6","0","52","8","","","","","https://s.yimg.com/iu/api/res/1.2/Q_00ExlL5fmG3fp9fLBgYw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262023/9251.png"
"453.p.7224","283","Colton","Ross","COL","Available","","C,LW","","","","","8","1","-1","5","40","11","","","","","https://s.yimg.com/iu/api/res/1.2/_f9PtLU_rwpsGYXvaRC_sQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162023/7224.png"
"453.p.8645","284","Sanderson","Jake","OTT","Available","","D","125.5","11.0","$2.5","100%","1","13","-14","11","53","50","","","","","https://s.yimg.com/iu/api/res/1.2/rtonkeV1TF7UbDQqJm55AA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/8645.png"
"453.p.5364","285","Huberdeau","Jonathan","CGY","Available","","C,LW","172.7","15.0","$2.0","13%","8","8","-8","5","44","23","","","","","https://s.yimg.com/iu/api/res/1.2/1kne5EkPM54Y_NXgyJm2qQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/5364.png"
"453.p.7135","286","Howden","Brett","VGK","Available","","C,LW","","","","","10","1","-1","0","46","24","","","","","https://s.yimg.com/iu/api/res/1.2/XUV7T4cr83e5Db8a7QgooQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/7135.png"
